Title	URL	Assignees	Status
Research Open-Source LLMs	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/18	julioc-p	Feature Archive
Set Up Team Logo and request Team T-shirt	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/4	dnsch	Feature Archive
Identify Repositories for the Kubernetes LLM dataset	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/11	julioc-p	Feature Archive
CI/CD pipeline for project	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/23	julioc-p	Feature Archive
Create Software architecture draft	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/12	dnsch	Feature Archive
Transform extracted data into a unified Format	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/8	YashodharPansuriya	Feature Archive
Load data to Hugging Face	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/9	christianwielenberg	Feature Archive
Monitoring of the ETL process by Logging	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/10	julioc-p	Feature Archive
Create a Chatbot on HuggingFace	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/79	julioc-p	Feature Archive
Implement Quantitative Evaluation Script	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/81	christianwielenberg, dnsch	In progress
Prepare a small test set for evaluation	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/82	anosh-ar, christianwielenberg, dnsch	In progress
Implement a Script for LLM fine-tuning	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/98	julioc-p	In progress
Run Stackoverflow extraction to get more data	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/78	YashodharPansuriya	In progress
Run Q&A Generator with the Latest Collected Data	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/93	christianwielenberg	Awaiting review
Refactor the ETL and Data Transformation Scripts	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/94	dnsch, YashodharPansuriya	Awaiting review
Utilise Hetzner for LLM Fine-tuning 	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/97	anosh-ar	Sprint Backlog
Fine-tune LLM on Hetzner	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/99	YashodharPansuriya	Sprint Backlog
[Epic] Implement Named Entity Recognition (NER) on training data			Product Backlog
[Epic] Named Entity Recognition (NER) on Training Data			Product Backlog
Annotate a Dataset for NER Trainning	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/67		Product Backlog
Develop and Train the NER Model	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/62		Product Backlog
Integrate NER Module with the Q&A Transformation Pipeline	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/46		Product Backlog
[Epic] Fine-Tune our LLM on Hetzner Environment			Product Backlog
[Epic] Implement Data Collection Automation Pipeline			Feature Archive
[Epic] Research and Select an Open LLM for CNCF-related knowledge			Feature Archive
[Epic] Develop Q&A Pairs Transforming Pipeline			Feature Archive
Define CNCF-related Entities and their Relationships	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/45		Feature Archive
[Epic] Implement the Quantitative Evaluation			Product Backlog
Conduct Comparison of Evaluation Between Models	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/91		Product Backlog
Contact Kubernetes to verify the training data	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/43		Product Backlog
-- FOR LATER IN THE FUTURE --			Product Backlog
